Subsector|Afganistán|Albania|Alemania|Andorra|Angola|Anguila|Antigua y Barbuda|Arabia Saudita|Argelia|Argentina|Armenia|Aruba|Australia|Austria|Azerbaiyán|Bahamas|Bahréin|Bangladesh|Barbados|Bielorrusia|Belice|Benín|Bermudas|Bhután|Bolivia|Bosnia|Botsuana|Brasil|Brunéi|Bulgaria|Burkina Faso|Burundi|Bélgica|Cabo Verde|Camboya|Camerún|Canadá|Caribe Nep|Chad|Chile|China|Chipre|Comoras|Congo|República Democratica del Congo|Corea, República Popular Democrática de|Corea del Sur|Costa Rica|Croacia|Cuba|Curaçao|Costa de Marfil|Dinamarca|Yibuti|Dominica|Ecuador|Egipto|El Salvador|Emiratos Árabes Unidos|Eritrea|Eslovaquia|Eslovenia|España|Estados Unidos Minor periferico Islas|Estados Unidos|Estonia|Eswatini|Etiopía|Fiyi|Filipinas|Finlandia|Francia|Gabón|Gambia|Georgia|Ghana|Granada|Grecia|Guatemala|Guinea|Guinea Ecuatorial|Guinea-Bisáu|Guyana|Haití|Honduras|Hong Kong|Hungría|India|Indonesia|Iraq|Irlanda|Irán|Islandia|Islas Caimanes|Islas Cocos (Keeling)|Islas Cook|Islas Marshall|Islas Salomon|Islas Wallis y Fortuna|Israel|Italia|Jamaica|Japón|Jordania|Kazajistán|Kenia|Kirguistán|Kiribati|Kuwait|Laos|Lesoto|Letonia|Liberia|Libia|Lituania|Luxemburgo|Líbano|Macao|República de Macedonia|Madagascar|Malasia|Malawi|Maldivas|Malta|Malí|Marruecos|Mauricio|Mauritania|Micronesia, Estados Federados de|Moldavia|Mongolia|Montenegro|Montserrat|Mozambique|Myanmar|México|Namibia|Nauru|Nepal|Nicaragua|Nigeria|Noruega|Nueva Zelanda|Níger|Omán|Pakistán|Palau|Palestina, Estado de|Panamá|Papua Nueva Guinea|Paraguay|Países Bajos|Perú|Polinesia Francesa|Polonia|Portugal|Qatar|Reino Unido|República Centroafricana|República Checa|República Dominicana|Siria|Ruanda|Rumania|Rusia|San Cristóbal Y Nieves|Samoa|San Martin (parte Holandesa)|San Pedro y Miquelón|San Vicente y las Granadinas|Santa Lucia|Santo Tome y Principe|Senegal|Serbia|Seychelles|Sierra Leona|Singapur|Somalia|Sri Lanka|Sudáfrica|Sudán|Suecia|Suiza|Surinam|Tailandia|Taiwán|Tanzania|Tayikistán|Timor-Leste|Togo|Tokelau|Tonga|Trinidad y Tobago|Turkmenistán|Turquía|Tuvalu|Túnez|Ucrania|Uganda|Uruguay|Uzbekistán|Vanuatu|Venezuela|Vietnam|Yemen|Zambia|Zimbabue
Plantas vivas|0.21267183|0.20920852|0.60724825|0.25101006|0.27024385|0.20046794|0.13040593|0.058898158|0.13670398|0.096773461|0.26243323|0.24938858|0.37569335|0.25347126|0.080010898|0.21432394|0.26617011|0.15856072|0.1241102|0.25015691|0.23979159|0.11766055|0.17328185|0.45775157|0.38981932|0.25713325|0.26630989|0.38615072|0.34321108|0.24633278|0.12243114|0.16267169|0.4244574|0.17310038|0.20804718|0.14537516|0.65670156|0.4272269|0.17284057|0.29524088|0.70567369|0.19630106|0.15720236|0.1801133|0.1769239|0.2467986|0.5979206|0.28778264|0.22896308|0.094217099|0.30061954|0.53591859|0.23126695|0.19905326|0.15373003|0.32159007|0.59475565|0.12627895|0.15456383|0.4472847|0.33255482|0.2540541|0.53604078|0.25179631|0.60666424|0.25379387|0.16015524|0.7088052|0.11786752|0.18924466|0.25940999|0.44107115|0.11373985|0.19133016|0.28763098|0.19600475|0.15585774|0.60917079|0.29693997|0.16840288|0.13306044|0.1653903|0.070354126|0.12047427|0.068931587|0.41319817|0.22178677|0.61638534|0.30910748|0.20023847|0.19776064|0.2921029|0.22285907|0.14866848|0.4272269|0.35191667|0.44704437|0.2263854|0.40801585|0.68421674|0.61320919|0.12088586|0.78946716|0.68786359|0.16993181|0.82846665|0.35361511|0.37306225|0.068020195|0.17395931|0.37396145|0.21686167|0.16643491|0.25306147|0.25285208|0.27047926|0.74170554|0.24050401|0.24531136|0.66690403|0.26618144|0.13645884|0.23970132|0.21864432|0.17085984|0.26135793|0.3009015|0.15254898|0.18038726|0.29913187|0.17275731|0.20385864|0.22687185|0.1117124|0.14435413|0.26634535|0.1428812|0.4354265|0.14502637|0.11810681|0.22670463|0.17174889|0.10213006|0.13546029|0.1958198|0.29530838|0.44473636|0.18173257|0.16256401|0.16936044|0.017104|0.59977251|0.22141775|0.15793891|0.53800893|0.1427401|0.19818316|0.10459833|0.22461742|0.14711717|0.23990877|0.20510888|0.17596081|0.1421496|0.54446226|0.16521278|0.14695713|0.4272269|0.43529347|0.15772979|0.11048052|0.1588462|0.21211815|0.1576983|0.16754779|0.1058553|0.13949476|0.18488832|0.18378302|0.57810473|0.94635797|0.14451128|0.45259154|0.12372069|0.7574383|0.1369036|0.13288133|0.20917451|0.14007673|0.11538725|0.4272269|0.1611518|0.075549372|0.19828266|0.71608442|0.39636499|0.12623486|0.20358953|0.21802613|0.43711203|0.21240312|0.17275676|0.081440106|0.51854175|0.11939806|0.24634513|0.30138999
Plástico en formas primarias|0.048282474|0.6167956|0.29679438|0.26956362|0.28515801|0.19079895|0.13520022|0.57531691|0.80907315|1.0|0.23004137|0.30291444|0.44968075|0.52342856|0.2387962|0.72052121|0.26373291|0.37489551|0.75346369|0.096698672|0.55103981|0.16730985|0.15104105|0.49335423|0.90038061|0.29083198|0.22955596|1.0|0.094093293|0.75006956|0.20003599|0.20346563|0.74837112|0.18013363|0.304802|0.20873895|0.65928155|0.45247638|0.22035988|0.81280982|0.78606999|0.18386483|0.20357895|0.25942478|0.25156549|0.058611922|0.63350534|0.83746505|0.020720687|0.71173954|0.37694889|0.77453721|0.16185388|0.24144126|0.17829195|0.78224498|0.65939885|0.71407986|0.53827244|0.50226659|0.17515901|0.17558986|0.54235882|0.26591986|0.61991489|0.11558488|0.22174339|0.08905907|0.15324225|0.21717237|0.065376833|0.38315594|0.039673053|0.23267344|0.26991719|0.72509664|0.029069668|0.67644036|0.86895418|0.079274289|0.12557107|0.19163841|0.80827367|0.62720686|0.88918805|0.50254482|0.14040923|1.0|0.91198206|0.78539503|0.70718175|0.2599453|0.064445212|0.13354205|0.45247638|0.37813696|0.47180253|0.20829155|0.0|0.61632651|0.59539109|0.74363017|0.5914191|0.247972|0.61551881|0.29230756|0.27533871|0.42304239|0.77019286|0.20834036|0.37058753|0.08423692|0.09839543|0.20418414|0.7319994|0.17130712|0.51952493|0.14377984|0.27424005|0.73815274|0.71097541|0.25956425|0.16764238|0.24484605|0.57861578|1.0|0.2956388|0.7105974|0.20178241|0.26319769|0.15351017|0.15906037|0.24074706|0.65150648|0.28018367|0.76763046|0.22029288|0.41925949|0.24130197|0.60791183|0.1038219|0.018986924|0.0092193037|0.18788269|0.67530215|0.99118268|0.43087903|0.21623226|0.70364988|0.16696741|0.7361244|0.35501921|0.84530926|0.17249134|0.5968132|0.80539751|0.8860473|0.44893369|0.26299846|0.56368041|0.89439404|0.91047668|0.2426067|0.20205849|0.59839427|0.16270784|0.17126259|0.45247638|0.36080623|0.16023526|0.50304341|0.16147375|0.75477386|0.85727179|0.15744917|0.14715895|0.8335951|0.20275718|0.85108602|0.69279516|0.20821862|0.2160915|0.56988174|0.74479985|0.61483997|0.74872315|0.2532863|0.26738501|0.16623229|0.18200344|0.45247638|0.178296|0.79794484|0.2141892|0.65856844|0.42585599|0.7196117|0.10386442|0.31940851|0.91416115|0.061637744|0.18050331|0.96056736|0.64445293|0.19306768|0.31997126|0.35847583
Plástico y caucho (artículos industriales)|0.52695185|0.54642093|0.45820963|0.26956362|0.55154443|0.56309563|0.42043146|0.35542277|0.37671819|0.44868436|0.52477694|0.42601019|0.24894515|0.40377575|0.47313032|0.47104841|0.50258011|0.33614612|0.31209952|0.51258147|0.36595148|0.56951195|0.54381573|0.90313548|0.82085294|0.42993009|0.52147609|0.2585026|0.60423934|0.482016|0.58778763|0.50481057|0.29650229|0.47271457|0.31783155|0.39178795|0.45633209|0.45247638|0.58821875|0.41753602|0.91365314|0.45482355|0.59704548|0.61563259|0.47775775|0.2660898|0.33353633|0.53719968|0.69619167|0.34657583|0.30361262|0.61459959|0.40540189|0.59454697|0.47813153|0.60546458|0.38680246|0.41904408|0.54256576|0.98256791|0.58359981|0.50084913|0.44287837|0.26591986|0.41703662|0.51814497|0.53417182|0.39868796|0.38639677|0.35588697|0.50524646|0.56554079|0.42682326|0.64473712|0.50282419|0.47390449|0.44614249|0.41877061|0.53339779|0.58264315|0.46626207|0.57107687|0.32439643|0.30104709|0.44157273|0.25112659|0.46471956|0.34837204|0.21026406|0.21603064|0.4346199|0.43009868|0.489371|0.46522892|0.45247638|1.0|0.47180253|0.59502262|0.98595393|0.37622523|0.51259959|0.85272205|0.37144917|0.49296218|0.43526104|0.38569468|0.656156|0.94688082|0.63808167|0.51976115|0.91757947|0.46762201|0.63569111|0.51467484|0.49021497|0.55166042|0.3359015|0.57819587|0.52622426|0.54402304|0.26112691|0.52583385|0.48019606|0.49401951|0.64550698|0.36369237|0.48158306|0.56058335|0.62949312|0.56114101|0.51311028|0.45376864|0.68157583|0.37949586|0.21307231|0.74024808|0.48792517|0.97833335|0.3623912|0.66592586|0.62739325|0.42593545|0.29053295|0.58241695|0.40952873|0.29750693|0.97611821|0.58658057|0.21370554|0.10748422|0.4500663|0.27161655|0.50546885|0.49100664|0.35674298|0.35867572|0.41530269|0.39755544|0.70822531|0.39621538|0.49754739|0.55055898|0.5062995|0.3845737|0.81714141|0.47571686|0.54614174|0.45247638|0.96906942|0.29479906|0.42594075|0.55380023|0.49756366|0.32156456|0.56343222|0.50811535|0.33779207|0.20275718|0.37885451|0.32940191|0.59249705|0.3868039|0.54693955|0.37696761|0.47144595|0.34474272|0.4147462|0.57670444|0.58872038|0.58027744|0.45247638|0.57009715|0.24676581|0.2141892|0.34726557|1.0|0.41559443|0.30189866|0.40558195|0.44404936|0.59457278|0.57647055|0.50771934|0.53066969|0.5033803|0.54637879|0.37035042
Plástico y caucho (materiales de construcción)|0.41335779|0.27864638|0.33038753|0.8869487|0.35101295|0.33729693|0.35121572|0.61561257|0.29503447|0.51944673|0.37758973|0.6823467|0.35645264|0.14400244|0.31764668|0.73813981|0.36280921|0.31052777|0.64353073|0.11080788|0.32169592|0.40556446|0.63763899|0.75447708|0.67586744|0.33995664|0.045443472|0.49587184|0.47272789|0.21552317|0.39626604|0.36537856|0.5620423|0.4083178|0.3944301|0.093878016|0.39107865|0.5250544|0.47727719|0.34837273|0.28812286|0.63861012|0.36193287|0.47838044|0.3552545|0.13350633|0.273864|0.60054755|0.19358113|0.89145386|0.53566539|0.77842504|0.15670362|0.41094637|0.86431181|0.58894002|0.0793989|0.58035833|0.55142504|0.62133104|0.23501343|0.22073303|0.47240627|0.17556125|0.53518128|0.20666397|0.36890298|0.32857293|0.35233858|0.64880931|0.15141298|0.5214662|0.32478964|0.35780203|0.24331844|0.62302089|0.61742449|0.17675625|0.60126197|0.39836714|0.37163886|0.38104859|0.76038963|0.8391118|0.75760317|0.12796241|0.11766295|0.55649412|0.42237473|0.63982558|0.11028354|0.2501803|0.30924612|0.36203736|0.5250544|0.79115301|0.54285663|0.49495471|0.66835493|0.01940842|0.48684379|0.79765022|0.41889375|0.63677633|0.25616783|0.26655897|0.51761389|0.67694902|0.56473255|0.3690837|0.71847904|0.15143445|0.51720923|0.37995666|0.21694872|0.158501|0.29500684|0.30551806|0.32861471|0.7192679|0.88010639|0.38523933|0.42026585|0.17576751|0.53776741|0.1652092|0.37875637|0.26928377|0.40283865|0.2229047|0.37503743|0.3188495|0.36016771|0.29985625|0.34134844|0.46913862|0.33039698|0.089543715|0.27722621|0.72577977|0.6385991|0.513107|0.10915303|0.3969442|0.60312045|0.2232971|0.66032958|0.50685531|0.66890514|0.39862975|0.5930779|0.38549116|0.66028798|0.76855516|0.50464964|0.51674664|0.29940036|0.48377419|0.46225697|0.57158673|0.69684041|0.46397176|0.42411825|0.20801675|0.48231715|0.42827153|0.48484039|0.5250544|0.61914247|0.14807333|0.89906144|0.36799908|0.26768699|0.25019747|0.42323095|0.358513|0.68120944|0.25231642|0.23589756|0.56823879|0.27051264|0.23149619|0.50847054|0.75216174|0.7740252|0.19713701|0.29574752|0.46446627|0.47193217|0.39331868|0.5250544|0.4487735|0.74266791|0.25895539|0.10681606|0.0|0.2526395|0.1396997|0.30982429|0.48453578|0.33819237|0.4477824|0.80263484|0.20043616|0.41991204|0.34355581|0.35586506
Plástico y sus manufacturas|0.20067859|0.075312018|0.68418252|0.26956362|0.84092933|0.70487338|0.66601855|0.68477356|0.76799643|0.81484902|0.29065642|0.82156014|0.47902554|0.033479162|0.26789775|0.62911725|0.73255575|0.16877805|0.81514466|0.27681091|0.90386307|0.19616273|0.18762718|0.53286099|0.71516228|0.14225358|0.227079|0.78786969|0.78174174|0.13339445|0.20976138|0.17265663|0.77173322|0.17779168|0.15440413|0.77398217|0.58341098|0.45247638|0.28771037|0.95302236|0.65786386|0.075615011|0.20604837|0.31742173|0.6288929|0.009719165|0.48067456|0.93333423|0.15228406|0.82476318|0.58125687|0.6905452|0.58506513|0.2590012|0.56615806|0.83058536|0.53549814|0.73218197|0.55994046|0.50842083|0.25576395|0.14715855|0.82239908|0.89090288|0.60908413|0.1648344|0.033645038|0.26841381|0.20948981|0.8112908|0.1711352|0.47206432|0.64588499|0.12190475|0.29996127|0.57071161|0.69548416|0.10833859|0.9821893|0.74690658|0.18676996|0.71636724|0.68754363|0.56499809|0.8363471|0.62786341|0.5281837|0.76981807|0.32076806|0.67932916|0.65928602|0.054212715|0.26314038|0.026383802|0.45247638|0.45816946|0.47180253|0.27973825|0.46205559|0.55075383|0.67034215|0.7946341|0.50542217|0.26484215|0.2658492|0.0061580902|0.37468362|0.49315375|0.54207605|0.29101491|0.48157012|0.81399721|0.12936911|0.30865622|0.70955706|0.20640373|0.58509719|0.22076158|0.28131706|0.25509006|0.47788525|0.23914126|0.71955645|0.074243695|0.6431073|0.80277574|0.3082504|0.17705342|0.25807136|0.12826511|0.20890303|0.19207263|0.27021241|0.65578151|0.12985864|0.9325484|0.22736199|0.44371152|0.24826401|0.81545091|0.75125194|0.54135454|0.55723333|0.2068058|0.52184993|0.82387674|0.49694598|0.095067248|0.84853172|0.70815599|0.81285381|0.46073848|0.77740085|0.2212736|0.80399501|0.80777925|0.61135149|0.84565079|0.27751857|0.59101486|0.91210949|0.32160318|0.20605765|0.68086505|0.56976193|0.67932355|0.22916549|0.45247638|0.46266633|0.21408477|0.68098491|0.73850524|0.29695418|0.29088473|0.27069548|0.23567793|0.81363201|0.20275718|0.73303437|0.821814|0.22590154|0.72496665|0.75802135|0.79927444|0.75475419|0.59684902|0.74823987|0.32243496|0.23572612|0.22304809|0.45247638|0.24414754|0.85270548|0.077212863|0.63768071|0.46780902|0.70861208|0.69344658|0.032424428|0.63405263|0.46362659|0.21789569|0.9020108|0.66211772|0.75469005|0.69105881|0.0
Plátano|0.13522665|0.13309491|0.54409969|0.29169858|0.29244113|0.1871853|0.11958257|0.42940968|0.37671819|0.32181683|0.58560157|0.88490534|0.4455021|0.45903453|0.47313032|0.49381995|0.57994854|0.42119393|0.080992892|0.56764823|0.18341649|0.10712867|0.55852252|0.4157376|0.26941833|0.55574042|0.56381828|0.28531814|0.60423934|0.482016|0.5156548|0.12765838|0.88776815|0.55535066|0.55433077|0.39178795|0.46758068|0.48567176|0.19235644|0.48391557|0.3260051|0.45482355|0.17785686|0.19372874|0.14014453|0.29588482|0.60849637|0.26652724|0.48617038|0.74673837|0.86340845|0.32172036|0.48160642|0.16534373|0.14014472|0.1816137|0.24862196|0.2071733|0.3735123|0.46789679|0.58359981|0.50084913|0.92542756|0.28526953|0.81376338|0.51814497|0.57330132|0.39868796|0.53831095|0.35588697|0.50524646|0.91435826|0.10749634|0.20316178|0.14708245|0.38043928|0.37943834|0.62283683|0.18171811|0.14832826|0.097194493|0.15462062|0.080401458|0.30104709|0.22400069|0.37835053|0.46471956|0.29946122|0.35789251|0.23686087|0.54783088|0.1322419|0.489371|0.11481512|0.48567176|0.38202703|0.50431395|0.18144521|0.43024701|0.63892722|0.91958833|0.080415428|0.3025834|0.24287479|0.056527898|0.38569468|0.18175182|0.41147748|0.47212717|0.3512398|0.97021461|0.46762201|0.64436567|0.12883477|0.49021497|0.55166042|0.17114754|0.15384096|0.54501855|0.14380807|0.23324946|0.52583385|0.545623|0.49401951|0.43804783|0.75466132|0.16188376|0.57722527|0.20582199|0.51444769|0.11934409|0.77162051|0.25548643|0.37949586|0.42082608|0.21627928|0.5293054|0.42764959|0.53858036|0.25864598|0.26066941|0.42593545|0.42075568|0.53770941|0.49070525|0.1607904|0.4275794|0.53637719|0.25408763|0.1197441|0.2892797|0.86700058|0.18326488|0.13139579|0.35674298|0.8707006|0.48518965|1.0|0.25304133|0.39621538|0.2649864|0.53822649|0.5062995|0.3845737|0.40122283|0.12496199|0.54614174|0.48567176|0.3649036|0.14461029|0.37839365|0.14542019|0.3994453|0.37534025|0.13649389|0.099658921|0.33779207|0.22563536|0.31728446|0.37549752|0.21718986|0.78322816|0.30653763|0.11283302|0.084962547|0.10764163|0.4147462|0.15963212|0.15574262|0.13034934|0.48567176|0.60515523|0.066703439|0.23624763|0.80414617|0.4354701|0.28472975|0.76721692|0.40558195|0.34512186|0.38183939|0.16403481|0.055263039|0.32246795|0.1356404|0.44438717|0.37035042
Prefabricados|1.0|0.23110159|0.058168598|0.46132398|0.088818818|0.38304073|0.24298233|0.13139516|0.14419407|0.22561708|0.17908883|0.47087657|0.025214747|0.18897182|0.17648849|0.20373997|0.19658533|0.23703519|0.48142409|0.17625967|0.15463139|0.97658855|0.19732928|0.58195603|0.39806491|0.20116489|0.18801096|0.21731146|0.24354586|0.18924046|0.21707568|0.22712903|0.031535912|0.26124296|0.25988653|0.19896576|0.17228949|0.70875901|0.39029247|0.40838915|0.49672651|0.12629871|0.2897681|0.32633573|0.24913682|0.43768966|0.075217284|0.44658482|0.15472701|0.43364131|0.67151392|0.78145111|0.17183793|0.28315455|0.30774003|0.61325872|0.18807794|0.40572774|0.052976593|0.7373957|0.25069216|0.18707462|0.44540203|0.40737373|0.29105353|0.19095474|0.17169683|0.19453111|0.17207433|0.1949773|0.18479301|0.33235973|0.24092709|0.32362598|0.26711127|0.039276253|0.26947382|0.13752772|0.38907209|0.21186912|0.2757706|0.28158611|0.18707398|0.15932727|0.38860554|0.050449215|0.15245731|0.60086155|0.84797943|0.79100502|0.14279485|0.21145892|0.15381083|0.26235008|0.70875901|0.56011039|0.72076237|0.35320041|0.71923488|0.062221996|0.6064986|0.05158015|0.08908923|0.1354254|0.1084445|0.15692265|0.26213422|0.69689077|0.14527267|0.23479849|0.42970285|0.13916957|0.28510857|0.213899|0.084214687|0.20293461|0.14485972|0.2646988|0.18362397|0.20462805|0.23712358|0.23630235|0.19326013|0.13945431|0.20467693|0.1999203|0.21919835|0.30258927|0.40038529|0.26056027|0.184654|0.1543116|0.4260264|0.12380816|0.22589694|0.5455277|0.14885768|0.68523932|0.15934263|0.51938874|0.39618933|0.15784279|0.11154031|0.24494955|0.13111243|0.077790968|0.62059653|0.28013736|0.52910656|0.18130238|0.1073617|0.13485993|0.23771985|0.20204009|0.088592835|0.096260004|0.14478143|0.077970594|0.50506788|0.10043716|0.40473199|0.27698165|0.2230005|0.091092207|0.48466864|0.30305794|0.31557456|0.70875901|0.5722518|0.29023665|0.25199655|0.2548725|0.12998772|0.11611932|0.20081857|0.24046083|0.096019186|0.37921542|0.13513404|0.091994755|0.37610477|0.095789239|0.082048245|0.23864275|0.128794|0.10287565|0.14508994|0.27243894|0.32319999|0.24230149|0.70875901|0.34558135|0.46895275|0.38718122|0.087188236|0.64324224|0.16955882|0.1936295|0.14426412|0.57886273|0.23860973|0.25998908|0.42097044|0.17324966|0.20517568|0.16584843|0.24640475
Preparaciones alimenticias diversas|0.43903798|0.33033967|0.44607496|0.20450303|0.41051894|0.16393282|0.64244658|0.84832478|0.22804016|0.71120334|0.3989445|0.86487335|0.73542595|0.2231538|0.28912771|0.40119612|0.9251461|0.33830029|0.43734306|0.16001269|0.76714295|0.41061571|0.42883551|0.63687801|0.84089035|0.31541336|0.35675764|0.42722717|0.44066739|0.22317809|0.44709063|0.30225387|0.73591328|0.41546565|0.33460817|0.31964326|0.39703774|0.35741901|0.32331079|0.71740657|0.44637603|0.34470925|0.56826669|0.53767145|0.37190008|0.19335923|0.61513591|0.71693218|0.23764032|0.7969631|0.80636537|0.26465708|0.78790641|0.26140168|0.81848562|0.86888731|0.62675869|0.80247176|0.76887691|0.60887706|0.73161125|0.18267837|0.73347646|0.2073483|0.77728915|0.84372687|0.40686062|0.23419407|0.74088156|0.19225717|0.40094677|0.55988151|0.18334697|0.91466141|0.36372137|0.30546221|0.61032069|0.19090453|0.83801329|0.40818301|0.22809699|0.33140615|0.65403527|0.61985838|0.88053644|0.17766301|0.76290882|0.57109916|0.13951583|0.1616676|0.6792798|0.38238013|0.35008985|0.18877116|0.35741901|0.82857138|0.37888333|0.34286684|0.68781507|0.70258069|0.55989999|0.69930661|0.50901175|0.33188561|0.28726974|0.089558169|0.46722555|0.55374742|0.691131|0.42176619|0.58089799|0.20002829|0.45747077|0.21630222|0.21913184|0.30248132|0.63669986|0.48449561|0.26953602|0.24055281|0.60250425|0.32384729|0.47293568|0.38715652|0.60573149|0.29825136|0.71054769|0.32397729|0.28560594|0.41656205|0.34874535|0.37742689|0.19079855|0.30942598|0.28661424|0.36519349|0.36331582|0.40930247|0.35259026|0.85812557|0.092341207|0.61471975|0.57022351|0.35439858|0.7410574|0.32506412|0.4101316|0.42811573|0.86919796|0.39151818|0.64479196|0.60210806|0.8831358|0.19263121|0.62095881|0.66586959|0.67231011|0.85008883|0.35555229|0.7563507|0.78345388|0.40388668|0.32983157|0.26151845|0.20173207|0.21636656|0.29344738|0.35741901|0.56254172|0.71852744|0.57825154|0.50929576|0.31648201|0.22548629|0.4653711|0.21899179|0.64580441|0.83004677|0.25869751|0.77688742|0.16029966|0.84373307|0.40241325|0.64585513|0.59769189|0.6408332|0.26814497|0.27746397|0.49925721|0.26863647|0.35741901|0.31897062|0.69536602|0.15614121|0.6052534|0.4096351|0.24772578|0.29076818|0.30000454|0.52524674|0.28342807|0.46712705|0.66156375|0.72797954|0.27070644|0.35534033|0.23469859
Prod. Animal, veg. y minerales|0.14779669|0.15214434|0.18183076|0.31405681|0.1968514|0.21734191|0.18218772|0.095809266|0.13184214|0.15833753|0.17673698|0.078113675|0.1027822|0.19163874|0.16935818|0.16582701|0.19901556|0.18334951|0.12657043|0.17390668|0.13484941|0.19362569|0.18523201|0.44139767|0.12766242|0.13764608|0.19178139|0.12364921|0.19906735|0.19511674|0.20494524|0.14813334|0.12592617|0.16596326|0.21309647|0.14299241|0.098630644|0.51833999|0.20480332|0.092969775|0.12909739|0.12996337|0.26987535|0.21014982|0.16660129|0.31403667|0.14313368|0.082938097|0.15951021|0.1349304|0.10623516|0.09648408|0.17463014|0.22204633|0.23628286|0.11426908|0.13863474|0.09940885|0.11675531|0.50534052|0.25347894|0.19199938|0.076630257|0.30369803|0.12358251|0.19467291|0.17807072|0.14621738|0.1744055|0.09067899|0.18860023|0.21367714|0.12126338|0.22267501|0.21195182|0.13051277|0.14327428|0.14353597|0.071192428|0.15785256|0.10866102|0.17740682|0.096916594|0.12295208|0.088200107|0.13523827|0.15629861|0.12836288|0.28183514|0.2546041|0.15069664|0.19401|0.15856871|0.18625388|0.51833999|0.40337831|0.53627235|0.29620391|0.46564698|0.1554828|0.73994815|0.13096774|0.14180049|0.1255634|0.10605849|0.02981999|0.19368598|0.4517487|0.14770468|0.18628934|0.34509557|0.14710514|0.19919394|0.1392834|0.18758139|0.20898831|0.14725202|0.17598993|0.17438002|0.19979429|0.19664194|0.17169824|0.19064784|0.15083703|0.15124306|0.20234123|0.22415252|0.15765326|0.23042004|0.20642808|0.18700641|0.14962214|0.28633839|0.078810424|0.17945519|0.35702711|0.15923955|0.44700855|0.14967646|0.12518543|0.28218544|0.16146405|0.11392762|0.15194482|0.13349596|0.22608507|0.45908454|0.19068831|0.21143118|0.1345818|0.11300374|0.098667666|0.065855354|0.19747581|0.092275999|0.1011601|0.10618283|0.082989022|0.38858005|0.10409802|0.12120406|0.20044199|0.14440022|0.096235096|0.089894682|0.13968731|0.23658556|0.51833999|0.40035689|0.22158444|0.1160488|0.16406804|0.11800256|0.11130905|0.18835005|0.11567888|0.099729165|0.24755517|0.085953049|0.096035674|0.24592297|0.099603146|0.085748859|0.17661116|0.11198919|0.10287565|0.12790133|0.21934687|0.17427573|0.23028114|0.51833999|0.27322543|0.083937794|0.25414678|0.20548618|0.48237228|0.14438868|0.15884322|0.13214891|0.14108773|0.19542792|0.18542981|0.14972971|0.089199066|0.20035899|0.15863505|0.11879452
Productos audiovisuales|0.29564258|0.30012825|0.15259111|0.60699636|0.26394305|0.43797109|0.27430123|0.22790405|0.19981751|0.17900589|0.25292671|0.1157628|0.17836827|0.30701837|0.23033389|0.23800644|0.25038779|0.25662866|0.18938623|0.24103871|0.22592588|0.30864534|0.27778071|0.68066186|0.1496855|0.24731198|0.38964739|0.1493707|0.3280578|0.23888224|0.3114576|0.32689363|0.19922949|0.28473482|0.36474964|0.23932523|0.15009642|0.9043709|0.4331618|0.10667572|0.2199291|0.28531724|0.39871567|0.37842965|0.2837956|0.55246103|0.21261951|0.12115283|0.29601011|0.25601658|0.21332309|0.19016029|0.28246519|0.34577203|0.34400737|0.094119027|0.24862196|0.12036096|0.18162715|0.80756819|0.31594849|0.24898344|0.13910517|0.53741163|0.41299117|0.32837933|0.25643003|0.22583362|0.26430482|0.26805502|0.32122505|0.15431917|0.27456906|0.42348215|0.3917318|0.26744801|0.29963219|0.25106132|0.13061857|0.30557176|0.30943504|0.39389199|0.20669821|0.26194364|0.14879921|0.21712349|0.20985696|0.26756489|0.55901444|0.48654008|0.19027692|0.45307168|0.30094206|0.40114436|0.9043709|0.72754502|0.90616894|0.40160343|0.78179365|0.24693361|0.18152651|0.17816122|0.21503454|0.19907336|0.16519338|0.20738602|0.33654678|0.78943253|0.18851188|0.26172531|0.56428427|0.20341143|0.39494127|0.23351672|0.23663631|0.35262588|0.20906723|0.3738609|0.24059223|0.28381753|0.33923891|0.43957245|0.28430536|0.20750192|0.27589685|0.25200287|0.2791056|0.35590261|0.46930027|0.28742638|0.24692604|0.20969847|0.55705911|0.17681433|0.23447883|0.13401525|0.23654218|0.78666663|0.22187851|0.16685991|0.51722968|0.25083539|0.21018443|0.33322307|0.19102335|0.28843015|0.75152254|0.39537615|0.28328392|0.25806782|0.14931805|0.17046702|0.085086986|0.30161071|0.12372595|0.19515286|0.28480977|0.13051771|0.5633046|0.20330562|0.091205254|0.33889705|0.32021108|0.1960223|0.16424182|0.3452065|0.35122102|0.9043709|0.72358668|0.31917036|0.28718036|0.35725331|0.20617843|0.25500667|0.27840102|0.31007135|0.18617645|0.51703483|0.31728446|0.14980057|0.49942505|0.20983279|0.15545368|0.25757968|0.1994229|0.20254345|0.21282969|0.30372506|0.36659729|0.3479721|0.9043709|0.39482224|0.15569094|0.52099526|0.23991627|0.80126911|0.34148613|0.27818626|0.20958459|0.1774174|0.38183939|0.38829225|0.19057116|0.22574098|0.28389698|0.23690972|0.28331262
